Variable,n,nmiss,n_pct,nmiss_pct,Type,dev_cat,Definition
UGDS_ASIAN,5878,1,0.9998299030447356,1.7009695526450075e-4,num,student,Total share of enrollment of undergraduate degree-seeking students who are Asian
UGDS_AIAN,5878,1,0.9998299030447356,1.7009695526450075e-4,num,student,Total share of enrollment of undergraduate degree-seeking students who are American Indian/Alaska Native
UGDS_NHPI,5878,1,0.9998299030447356,1.7009695526450075e-4,num,student,Total share of enrollment of undergraduate degree-seeking students who are Native Hawaiian/Pacific Islander
UGDS_2MOR,5878,1,0.9998299030447356,1.7009695526450075e-4,num,student,Total share of enrollment of undergraduate degree-seeking students who are two or more races
UGDS_NRA,5878,1,0.9998299030447356,1.7009695526450075e-4,num,student,Total share of enrollment of undergraduate degree-seeking students who are non-resident aliens
UGDS_UNKN,5878,1,0.9998299030447356,1.7009695526450075e-4,num,student,Total share of enrollment of undergraduate degree-seeking students whose race is unknown
PPTUG_EF,5865,14,0.997618642626297,0.00238135737370301,num,student,"Share of undergraduate, degree-/certificate-seeking students who are part-time"
CURROPER,5879,0,1,0,factor,school,"Flag for currently operating institution, 0=closed, 1=operating"
NPT4_PUB,1852,4027,0.3150195611498554,0.6849804388501446,integer,cost,Average net price for Title IV institutions (public institutions)
NPT4_PRIV,3621,2258,0.6159210750127573,0.3840789249872427,integer,cost,Average net price for Title IV institutions (private for-profit and nonprofit institutions)
NPT41_PUB,1843,4036,0.3134886885524749,0.6865113114475251,integer,cost,"Average net price for $0-$30,000 family income (public institutions)"
NPT42_PUB,1769,4110,0.30090151386290187,0.6990984861370981,integer,cost,"Average net price for $30,001-$48,000 family income (public institutions)"
NPT43_PUB,1720,4159,0.29256676305494134,0.7074332369450587,integer,cost,"Average net price for $48,001-$75,000 family income (public institutions)"
NPT44_PUB,1544,4335,0.26262969892838917,0.7373703010716108,integer,cost,"Average net price for $75,001-$110,000 family income (public institutions)"
NPT45_PUB,1333,4546,0.22673924136757953,0.7732607586324205,integer,cost,"Average net price for $110,000+ family income (public institutions)"
NPT41_PRIV,3555,2324,0.6046946759653002,0.39530532403469976,integer,cost,"Average net price for $0-$30,000 family income (private for-profit and nonprofit institutions)"
NPT42_PRIV,2862,3017,0.4868174859670012,0.5131825140329989,integer,cost,"Average net price for $30,001-$48,000 family income (private for-profit and nonprofit institutions)"
NPT43_PRIV,2606,3273,0.443272665419289,0.556727334580711,integer,cost,"Average net price for $48,001-$75,000 family income (private for-profit and nonprofit institutions)"
NPT44_PRIV,2154,3725,0.3663888416397347,0.6336111583602654,integer,cost,"Average net price for $75,001-$110,000 family income (private for-profit and nonprofit institutions)"
NPT45_PRIV,1802,4077,0.3065147133866304,0.6934852866133696,integer,cost,"Average net price for $110,000+ family income (private for-profit and nonprofit institutions)"
NPT4_048_PUB,1849,4030,0.3145092702840619,0.685490729715938,integer,cost,"Average net price for $0-$48,000 family income (public institutions)"
NPT4_048_PRIV,3592,2287,0.6109882633100867,0.3890117366899132,integer,cost,"Average net price for $0-$48,000 family income (private for-profit and nonprofit institutions)"
NPT4_3075_PUB,1792,4087,0.30481374383398535,0.6951862561660146,integer,cost,"Average net price for $30,001-$75,000 family income (public institutions)"
NPT4_3075_PRIV,2998,2881,0.5099506718829733,0.49004932811702673,integer,cost,"Average net price for $30,001-$75,000 family income (private for-profit and nonprofit institutions)"
NPT4_75UP_PUB,1572,4307,0.2673924136757952,0.7326075863242048,integer,cost,"Average net price for $75,000+ family income (public institutions)"
NPT4_75UP_PRIV,2307,3572,0.39241367579520325,0.6075863242047967,integer,cost,"Average net price for $75,000+ family income (private for-profit and nonprofit institutions)"
NUM4_PUB,1852,4027,0.3150195611498554,0.6849804388501446,integer,cost,Number of Title IV students (public institutions)
NUM4_PRIV,3622,2257,0.6160911719680218,0.38390882803197823,integer,cost,Number of Title IV students (private for-profit and nonprofit institutions)
NUM41_PUB,1852,4027,0.3150195611498554,0.6849804388501446,integer,cost,"Number of Title IV students, $0-$30,000 family income (public institutions)"
NUM42_PUB,1852,4027,0.3150195611498554,0.6849804388501446,integer,cost,"Number of Title IV students, $30,001-$48,000 family income (public institutions)"
NUM43_PUB,1852,4027,0.3150195611498554,0.6849804388501446,integer,cost,"Number of Title IV students, $48,001-$75,000 family income (public institutions)"
NUM44_PUB,1852,4027,0.3150195611498554,0.6849804388501446,integer,cost,"Number of Title IV students, $75,001-$110,000 family income (public institutions)"
NUM45_PUB,1852,4027,0.3150195611498554,0.6849804388501446,integer,cost,"Number of Title IV students, $110,000+ family income (public institutions)"
NUM41_PRIV,3621,2258,0.6159210750127573,0.3840789249872427,integer,cost,"Number of Title IV students, $0-$30,000 family income (private for-profit and nonprofit institutions)"
NUM42_PRIV,3621,2258,0.6159210750127573,0.3840789249872427,integer,cost,"Number of Title IV students, $30,001-$48,000 family income (private for-profit and nonprofit institutions)"
NUM43_PRIV,3621,2258,0.6159210750127573,0.3840789249872427,integer,cost,"Number of Title IV students, $48,001-$75,000 family income (private for-profit and nonprofit institutions)"
NUM44_PRIV,3621,2258,0.6159210750127573,0.3840789249872427,integer,cost,"Number of Title IV students, $75,001-$110,000 family income (private for-profit and nonprofit institutions)"
NUM45_PRIV,3621,2258,0.6159210750127573,0.3840789249872427,integer,cost,"Number of Title IV students, $110,000+ family income (private for-profit and nonprofit institutions)"
COSTT4_A,3335,2544,0.5672733458071101,0.43272665419289,integer,cost,Average cost of attendance (academic year institutions)
COSTT4_P,2138,3741,0.36366729035550266,0.6363327096444974,integer,cost,Average cost of attendance (program-year institutions)
TUITIONFEE_IN,3452,2427,0.5871746895730566,0.41282531042694337,integer,cost,In-state tuition and fees
TUITIONFEE_OUT,3452,2427,0.5871746895730566,0.41282531042694337,integer,cost,Out-of-state tuition and fees
TUITIONFEE_PROG,2238,3641,0.3806769858819527,0.6193230141180472,integer,cost,Tuition and fees for program-year institutions
TUITFTE,5869,10,0.998299030447355,0.001700969552645,integer,school,Net tuition revenue per full-time equivalent student
INEXPFTE,5869,10,0.998299030447355,0.001700969552645,integer,school,Instructional expenditures per full-time equivalent student
AVGFACSAL,3674,2205,0.6249362136417758,0.3750637863582242,integer,school,Average faculty salary
PFTFAC,3331,2548,0.566592957986052,0.433407042013948,num,school,Proportion of faculty that is full-time
PCTPELL,5879,0,1,0,num,aid,Percentage of undergraduates who receive a Pell Grant
PFTFTUG1_EF,5561,318,0.9459091682258888,0.05409083177411124,num,student,"Share of entering undergraduate students who are first-time, full-time degree-/certificate-seeking undergraduate students"
PCTFLOAN,5879,0,1,0,num,aid,Percent of all undergraduate students receiving a federal student loan
CDR3,5093,786,0.8663037931621024,0.1336962068378976,num,repayment,Three-year cohort default rate
DEBT_MDN,5202,677,0.884844361285933,0.11515563871406702,num,aid,The median original amount of the loan principal upon entering repayment
GRAD_DEBT_MDN,4786,1093,0.8140840278959006,0.18591597210409933,num,aid,The median debt for students who have completed
WDRAW_DEBT_MDN,4637,1242,0.78873958156149,0.21126041843850996,num,aid,The median debt for students who have not completed
LO_INC_DEBT_MDN,4705,1174,0.800306174519476,0.1996938254805239,num,aid,"The median debt for students with family income between $0-$30,000"
MD_INC_DEBT_MDN,3991,1888,0.6788569484606225,0.32114305153937744,num,aid,"The median debt for students with family income between $30,001-$75,000"
HI_INC_DEBT_MDN,3985,1894,0.6778363667290356,0.3221636332709644,num,aid,"The median debt for students with family income $75,001+"
DEP_DEBT_MDN,4539,1340,0.772070079945569,0.22792992005443105,num,aid,The median debt for dependent students
IND_DEBT_MDN,4539,1340,0.772070079945569,0.22792992005443105,num,aid,The median debt for independent students
PELL_DEBT_MDN,4360,1519,0.7416227249532233,0.25837727504677666,num,aid,The median debt for Pell students
NOPELL_DEBT_MDN,4360,1519,0.7416227249532233,0.25837727504677666,num,aid,The median debt for no-Pell students
FEMALE_DEBT_MDN,4110,1769,0.6990984861370981,0.30090151386290187,num,aid,The median debt for female students
MALE_DEBT_MDN,4110,1769,0.6990984861370981,0.30090151386290187,num,aid,The median debt for male students
FIRSTGEN_DEBT_MDN,4238,1641,0.7208708964109543,0.27912910358904575,num,aid,The median debt for first-generation students
NOTFIRSTGEN_DEBT_MDN,4238,1641,0.7208708964109543,0.27912910358904575,num,aid,The median debt for not-first-generation students
DEBT_N,5297,582,0.9010035720360604,0.09899642796393944,integer,aid,The number of students in the median debt cohort
GRAD_DEBT_N,4882,997,0.8304133356012927,0.16958666439870726,integer,aid,The number of students in the median debt completers cohort
WDRAW_DEBT_N,4882,997,0.8304133356012927,0.16958666439870726,integer,aid,The number of students in the median debt withdrawn cohort
LO_INC_DEBT_N,4966,913,0.8447014798435108,0.1552985201564892,integer,aid,"The number of students in the median debt low-income (less than or equal to $30,000 in nominal family income) students cohort"
MD_INC_DEBT_N,4382,1497,0.7453648579690424,0.25463514203095766,integer,aid,"The number of students in the median debt middle-income (between $30,000 and $75,000 in nominal family income) students cohort"
HI_INC_DEBT_N,4379,1500,0.7448545671032488,0.2551454328967511,integer,aid,"The number of students in the median debt high-income (above $75,000 in nominal family income) students cohort"
DEP_DEBT_N,4870,1009,0.8283721721381188,0.17162782786188127,integer,aid,The number of students in the median debt dependent students cohort
IND_DEBT_N,4870,1009,0.8283721721381188,0.17162782786188127,integer,aid,The number of students in the median debt independent students cohort
PELL_DEBT_N,4685,1194,0.7969042354141861,0.2030957645858139,integer,aid,The number of students in the median debt Pell students cohort
NOPELL_DEBT_N,4685,1194,0.7969042354141861,0.2030957645858139,integer,aid,The number of students in the median debt no-Pell students cohort
FEMALE_DEBT_N,4401,1478,0.7485967001190679,0.25140329988093213,integer,aid,The number of students in the median debt female students cohort
MALE_DEBT_N,4401,1478,0.7485967001190679,0.25140329988093213,integer,aid,The number of students in the median debt male students cohort
FIRSTGEN_DEBT_N,4613,1266,0.784657254635142,0.215342745364858,integer,aid,The number of students in the median debt first-generation students cohort
NOTFIRSTGEN_DEBT_N,4613,1266,0.784657254635142,0.215342745364858,integer,aid,The number of students in the median debt not-first-generation students cohort
GRAD_DEBT_MDN10YR,4786,1093,0.8140840278959006,0.18591597210409933,num,aid,Median loan debt of completers in monthly payments (10-year amortization plan)
ALIAS,2169,3710,0.36894029596870215,0.6310597040312979,character,school,Institution name aliases
ICLEVEL,5879,0,1,0,factor,school,Level of institution
UGDS_MEN,5878,1,0.9998299030447356,1.7009695526450075e-4,num,student,Total share of enrollment of undergraduate degree-seeking students who are men
UGDS_WOMEN,5878,1,0.9998299030447356,1.7009695526450075e-4,num,student,Total share of enrollment of undergraduate degree-seeking students who are women
CDR3_DENOM,5093,786,0.8663037931621024,0.1336962068378976,integer,repayment,Number of students in the cohort for the three-year cohort default rate
T4APPROVALDATE,5878,1,0.9998299030447356,1.7009695526450075e-4,character,school,Date that institution was first approved to participate in Title IV aid programs
D_PCTPELL_PCTFLOAN,5879,0,1,0,integer,student,Number of undergraduate students (denominator percent receiving a pell grant or federal student loan)
OPENADMP,5728,151,0.9743153597550605,0.02568464024493961,factor,school,Open admissions policy indicator
UGNONDS,2818,3061,0.4793332199353631,0.5206667800646368,integer,student,Number of non-degree-seeking undergraduate students
GRADS,1731,4148,0.2944378295628508,0.7055621704371492,integer,student,Number of graduate students
ACCREDCODE,5593,286,0.9513522707943528,0.04864772920564722,character,school,Code corresponding to accreditor (as captured from PEPS)
OMACHT6_FTFT,3675,2204,0.6251063105970404,0.3748936894029597,integer,completion,"Adjusted cohort count of full-time, first-time students (denominator for the percentage receiving an award within 6 years of entry)"
OMAWDP6_FTFT,3541,2338,0.6023133185915972,0.3976866814084028,num,completion,"Percentage of full-time, first-time student receiving an award within 6 years of entry"
OMACHT8_FTFT,3675,2204,0.6251063105970404,0.3748936894029597,integer,completion,"Adjusted cohort count of full-time, first-time students (denominator for the 8-year outcomes percentages)"
OMAWDP8_FTFT,3541,2338,0.6023133185915972,0.3976866814084028,num,completion,"Percentage of full-time, first-time student receiving an award within 8 years of entry"
OMENRYP8_FTFT,3541,2338,0.6023133185915972,0.3976866814084028,num,completion,"Percentage of full-time, first-time students that did not receive an award and are still enrolled at this institution 8 years after entry"
OMENRAP8_FTFT,3541,2338,0.6023133185915972,0.3976866814084028,num,completion,"Percentage of full-time, first-time students that did not receive an award and enrolled at another institution after leaving this institution within 8 years of entry"
OMENRUP8_FTFT,3541,2338,0.6023133185915972,0.3976866814084028,num,completion,"Percentage of full-time, first-time students that did not receive an award and whose enrollment status is unknown after leaving this institution within 8 years of entry"
OMACHT6_PTFT,3675,2204,0.6251063105970404,0.3748936894029597,integer,completion,"Adjusted cohort count of part-time, first-time students (denominator for the percentage receiving an award within 6 years of entry)"
OMAWDP6_PTFT,2736,3143,0.4653852696036741,0.5346147303963259,num,completion,"Percentage of part-time, first-time student receiving an award within 6 years of entry"
OMACHT8_PTFT,3675,2204,0.6251063105970404,0.3748936894029597,integer,completion,"Adjusted cohort count of part-time, first-time students (denominator for the 8-year outcomes percentages)"
OMAWDP8_PTFT,2736,3143,0.4653852696036741,0.5346147303963259,num,completion,"Percentage of part-time, first-time student receiving an award within 8 years of entry"
OMENRYP8_PTFT,2736,3143,0.4653852696036741,0.5346147303963259,num,completion,"Percentage of part-time, first-time students that did not receive an award and are still enrolled at this institution 8 years after entry"
OMENRAP8_PTFT,2736,3143,0.4653852696036741,0.5346147303963259,num,completion,"Percentage of part-time, first-time students that did not receive an award and enrolled at another institution after leaving this institution within 8 years of entry"
OMENRUP8_PTFT,2736,3143,0.4653852696036741,0.5346147303963259,num,completion,"Percentage of part-time, first-time students that did not receive an award and whose enrollment status is unknown after leaving this institution within 8 years of entry"
OMACHT6_FTNFT,3675,2204,0.6251063105970404,0.3748936894029597,integer,completion,"Adjusted cohort count of full-time, not first-time students (denominator for the percentage receiving an award within 6 years of entry)"
OMAWDP6_FTNFT,3538,2341,0.6018030277258037,0.3981969722741963,num,completion,"Percentage of full-time, not first-time student receiving an award within 6 years of entry"
OMACHT8_FTNFT,3675,2204,0.6251063105970404,0.3748936894029597,integer,completion,"Adjusted cohort count of full-time, not first-time students (denominator for the 8-year outcomes percentages)"
OMAWDP8_FTNFT,3538,2341,0.6018030277258037,0.3981969722741963,num,completion,"Percentage of full-time, not first-time student receiving an award within 8 years of entry"
OMENRYP8_FTNFT,3538,2341,0.6018030277258037,0.3981969722741963,num,completion,"Percentage of full-time, not first-time students that did not receive an award and are still enrolled at this institution 8 years after entry"
OMENRAP8_FTNFT,3538,2341,0.6018030277258037,0.3981969722741963,num,completion,"Percentage of full-time, not first-time students that did not receive an award and enrolled at another institution after leaving this institution within 8 years of entry"
OMENRUP8_FTNFT,3538,2341,0.6018030277258037,0.3981969722741963,num,completion,"Percentage of full-time, not first-time students that did not receive an award and whose enrollment status is unknown after leaving this institution within 8 years of entry"
OMACHT6_PTNFT,3675,2204,0.6251063105970404,0.3748936894029597,integer,completion,"Adjusted cohort count of part-time, not first-time students (denominator for the percentage receiving an award within 6 years of entry)"
OMAWDP6_PTNFT,2936,2943,0.49940466065657424,0.5005953393434257,num,completion,"Percentage of part-time, not first-time student receiving an award within 6 years of entry"
OMACHT8_PTNFT,3675,2204,0.6251063105970404,0.3748936894029597,integer,completion,"Adjusted cohort count of part-time, not first-time students (denominator for the 8-year outcomes percentages)"
OMAWDP8_PTNFT,2936,2943,0.49940466065657424,0.5005953393434257,num,completion,"Percentage of part-time, not first-time student receiving an award within 8 years of entry"
OMENRYP8_PTNFT,2936,2943,0.49940466065657424,0.5005953393434257,num,completion,"Percentage of part-time, not first-time students that did not receive an award and are still enrolled at this institution 8 years after entry"
OMENRAP8_PTNFT,2936,2943,0.49940466065657424,0.5005953393434257,num,completion,"Percentage of part-time, not first-time students that did not receive an award and enrolled at another institution after leaving this institution within 8 years of entry"
OMENRUP8_PTNFT,2936,2943,0.49940466065657424,0.5005953393434257,num,completion,"Percentage of part-time, not first-time students that did not receive an award and whose enrollment status is unknown after leaving this institution within 8 years of entry"
SCHTYPE,5566,313,0.9467596530022112,0.05324034699778874,factor,school,"Control of institution, per PEPS"
OPEFLAG,5879,0,1,0,factor,school,Title IV eligibility type
PRGMOFR,2278,3601,0.38748086409253274,0.6125191359074672,integer,academics,Number of programs offered
CIPCODE1,2278,3601,0.38748086409253274,0.6125191359074672,character,academics,CIP code of largest program
CIPCODE2,1868,4011,0.3177411124340874,0.6822588875659126,character,academics,CIP code of program #2
CIPCODE3,1478,4401,0.25140329988093213,0.7485967001190679,character,academics,CIP code of program #3
CIPCODE4,1127,4752,0.19169926858309236,0.8083007314169076,character,academics,CIP code of program #4
CIPCODE5,811,5068,0.1379486307195101,0.8620513692804899,character,academics,CIP code of program #5
CIPCODE6,614,5265,0.10443953053240349,0.8955604694675965,character,academics,CIP code of program #6
CIPTITLE1,2278,3601,0.38748086409253274,0.6125191359074672,character,academics,CIP text description of largest program
CIPTITLE2,1868,4011,0.3177411124340874,0.6822588875659126,character,academics,CIP text description of program #2
CIPTITLE3,1478,4401,0.25140329988093213,0.7485967001190679,character,academics,CIP text description of program #3
CIPTITLE4,1127,4752,0.19169926858309236,0.8083007314169076,character,academics,CIP text description of program #4
CIPTITLE5,811,5068,0.1379486307195101,0.8620513692804899,character,academics,CIP text description of program #5
CIPTITLE6,614,5265,0.10443953053240349,0.8955604694675965,character,academics,CIP text description of program #6
CIPTFBS1,2278,3601,0.38748086409253274,0.6125191359074672,integer,cost,"Tuition, fees, books, and supply charges for largest program (full program)"
CIPTFBS2,1866,4013,0.31740091852355845,0.6825990814764415,integer,cost,"Tuition, fees, books, and supply charges for program #2 (full program)"
CIPTFBS3,1477,4402,0.25123320292566764,0.7487667970743324,integer,cost,"Tuition, fees, books, and supply charges for program #3 (full program)"
CIPTFBS4,1126,4753,0.19152917162782787,0.8084708283721721,integer,cost,"Tuition, fees, books, and supply charges for program #4 (full program)"
CIPTFBS5,811,5068,0.1379486307195101,0.8620513692804899,integer,cost,"Tuition, fees, books, and supply charges for program #5 (full program)"
CIPTFBS6,614,5265,0.10443953053240349,0.8955604694675965,integer,cost,"Tuition, fees, books, and supply charges for program #6 (full program)"
CIPTFBSANNUAL1,2278,3601,0.38748086409253274,0.6125191359074672,integer,cost,"Tuition, fees, books, and supply charges for largest program (annualized based on institution's academic year)"
CIPTFBSANNUAL2,1866,4013,0.31740091852355845,0.6825990814764415,integer,cost,"Tuition, fees, books, and supply charges for program #2 (annualized based on institution's academic year)"
CIPTFBSANNUAL3,1477,4402,0.25123320292566764,0.7487667970743324,integer,cost,"Tuition, fees, books, and supply charges for program #3 (annualized based on institution's academic year)"
CIPTFBSANNUAL4,1126,4753,0.19152917162782787,0.8084708283721721,integer,cost,"Tuition, fees, books, and supply charges for program #4 (annualized based on institution's academic year)"
CIPTFBSANNUAL5,811,5068,0.1379486307195101,0.8620513692804899,integer,cost,"Tuition, fees, books, and supply charges for program #5 (annualized based on institution's academic year)"
CIPTFBSANNUAL6,614,5265,0.10443953053240349,0.8955604694675965,integer,cost,"Tuition, fees, books, and supply charges for program #6 (annualized based on institution's academic year)"
MTHCMP1,2278,3601,0.38748086409253274,0.6125191359074672,integer,academics,Average number of months needed to complete largest program
MTHCMP2,1868,4011,0.3177411124340874,0.6822588875659126,integer,academics,Average number of months needed to complete program #2
MTHCMP3,1478,4401,0.25140329988093213,0.7485967001190679,integer,academics,Average number of months needed to complete program #3
MTHCMP4,1127,4752,0.19169926858309236,0.8083007314169076,integer,academics,Average number of months needed to complete program #4
MTHCMP5,811,5068,0.1379486307195101,0.8620513692804899,integer,academics,Average number of months needed to complete program #5
MTHCMP6,614,5265,0.10443953053240349,0.8955604694675965,integer,academics,Average number of months needed to complete program #6
OMENRYP_ALL,3675,2204,0.6251063105970404,0.3748936894029597,num,completion,Percentage of all students that did not receive an award and are still enrolled at this institution 8 years after entry
OMENRAP_ALL,3675,2204,0.6251063105970404,0.3748936894029597,num,completion,Percentage of all students that did not receive an award and enrolled at another institution after leaving this institution within 8 years of entry
OMAWDP8_ALL,3675,2204,0.6251063105970404,0.3748936894029597,num,completion,Percentage of all student receiving an award within 8 years of entry
OMENRUP_ALL,3675,2204,0.6251063105970404,0.3748936894029597,num,completion,Percentage of all students that did not receive an award and whose enrollment status is unknown after leaving this institution within 8 years of entry
OMENRYP_FIRSTTIME,3573,2306,0.6077564211600612,0.3922435788399388,num,completion,Percentage of first-time students that did not receive an award and are still enrolled at this institution 8 years after entry
OMENRAP_FIRSTTIME,3573,2306,0.6077564211600612,0.3922435788399388,num,completion,Percentage of first-time students that did not receive an award and enrolled at another institution after leaving this institution within 8 years of entry
OMAWDP8_FIRSTTIME,3573,2306,0.6077564211600612,0.3922435788399388,num,completion,Percentage of first-time student receiving an award within 8 years of entry
OMENRUP_FIRSTTIME,3573,2306,0.6077564211600612,0.3922435788399388,num,completion,Percentage of first-time students that did not receive an award and whose enrollment status is unknown after leaving this institution within 8 years of entry
OMENRYP_NOTFIRSTTIME,3568,2311,0.6069059363837387,0.39309406361626126,num,completion,Percentage of not first-time students that did not receive an award and are still enrolled at this institution 8 years after entry
OMENRAP_NOTFIRSTTIME,3568,2311,0.6069059363837387,0.39309406361626126,num,completion,Percentage of not first-time students that did not receive an award and enrolled at another institution after leaving this institution within 8 years of entry
OMAWDP8_NOTFIRSTTIME,3568,2311,0.6069059363837387,0.39309406361626126,num,completion,Percentage of not first-time student receiving an award within 8 years of entry
OMENRUP_NOTFIRSTTIME,3568,2311,0.6069059363837387,0.39309406361626126,num,completion,Percentage of not first-time students that did not receive an award and whose enrollment status is unknown after leaving this institution within 8 years of entry
OMENRYP_FULLTIME,3656,2223,0.6218744684470148,0.3781255315529852,num,completion,Percentage of full-time students that did not receive an award and are still enrolled at this institution 8 years after entry
OMENRAP_FULLTIME,3656,2223,0.6218744684470148,0.3781255315529852,num,completion,Percentage of full-time students that did not receive an award and enrolled at another institution after leaving this institution within 8 years of entry
OMAWDP8_FULLTIME,3656,2223,0.6218744684470148,0.3781255315529852,num,completion,Percentage of full-time student receiving an award within 8 years of entry
OMENRUP_FULLTIME,3656,2223,0.6218744684470148,0.3781255315529852,num,completion,Percentage of full-time students that did not receive an award and whose enrollment status is unknown after leaving this institution within 8 years of entry
OMENRYP_PARTTIME,3035,2844,0.5162442592277598,0.48375574077224015,num,completion,Percentage of part-time students that did not receive an award and are still enrolled at this institution 8 years after entry
OMENRAP_PARTTIME,3035,2844,0.5162442592277598,0.48375574077224015,num,completion,Percentage of part-time students that did not receive an award and enrolled at another institution after leaving this institution within 8 years of entry
OMAWDP8_PARTTIME,3035,2844,0.5162442592277598,0.48375574077224015,num,completion,Percentage of part-time student receiving an award within 8 years of entry
OMENRUP_PARTTIME,3035,2844,0.5162442592277598,0.48375574077224015,num,completion,Percentage of part-time students that did not receive an award and whose enrollment status is unknown after leaving this institution within 8 years of entry
FTFTPCTPELL,5605,274,0.9533934342575268,0.04660656574247321,num,aid,"Percentage of full-time, first-time degree/certificate-seeking undergraduate students awarded a Pell Grant"
FTFTPCTFLOAN,5605,274,0.9533934342575268,0.04660656574247321,num,aid,"Percentage of full-time, first-time degree/certificate-seeking undergraduate students awarded a federal loan"
UG12MN,5876,3,0.9994897091342064,5.102908657935023e-4,integer,student,Unduplicated count of undergraduate students enrolled during a 12 month period
G12MN,1731,4148,0.2944378295628508,0.7055621704371492,integer,student,Unduplicated count of graduate students enrolled during a 12 month period
SCUGFFN,5879,0,1,0,integer,student,"Number of full-time, first-time degree/certificate-seeking undergraduate students (denominator for percent full-time, first-time degree/certificate-seeking undergraduates receiving a pell grant or federal student loan)"
PPLUS_PCT_LOW,5290,589,0.899812893349209,0.10018710665079096,integer,aid,Lower bound of estimated percentage range of students whose parents took out a PLUS loan
PPLUS_PCT_HIGH,5290,589,0.899812893349209,0.10018710665079096,integer,aid,Upper bound of estimated percentage range of students whose parents took out a PLUS loan
PLUS_DEBT_INST_N,3776,2103,0.6422861030787549,0.3577138969212451,integer,aid,Student recipient count for median PLUS loan debt disbursed at this institution
PLUS_DEBT_INST_MD,3364,2515,0.5722061575097805,0.4277938424902194,integer,aid,Median PLUS loan debt disbursed at this institution
PLUS_DEBT_ALL_N,4690,1189,0.7977547201905086,0.20224527980949145,integer,aid,Student recipient count for median PLUS loan debt disbursed at all institutions
PLUS_DEBT_ALL_MD,4319,1560,0.7346487497873788,0.2653512502126212,integer,aid,Median PLUS loan debt disbursed at all institutions
PLUS_DEBT_INST_COMP_N,2785,3094,0.47372002041163463,0.5262799795883654,integer,aid,Student recipient count for median PLUS loan debt disbursed to completers at this institution
PLUS_DEBT_INST_COMP_MD,2426,3453,0.4126552134716789,0.5873447865283211,integer,aid,Median PLUS loan debt disbursed to completers at this institution
PLUS_DEBT_INST_COMP_MDPAY10,2426,3453,0.4126552134716789,0.5873447865283211,num,aid,Median estimated monthly payment for PLUS loan debt disbursed to completers at this institution
PLUS_DEBT_ALL_COMP_N,3820,2059,0.6497703691103929,0.35022963088960707,integer,aid,Student recipient count for median PLUS loan debt disbursed to completers at all institutions
PLUS_DEBT_ALL_COMP_MD,3358,2521,0.5711855757781936,0.4288144242218064,integer,aid,Median PLUS loan debt disbursed to completers at all institutions
PLUS_DEBT_ALL_COMP_MDPAY10,3358,2521,0.5711855757781936,0.4288144242218064,num,aid,Median estimated monthly payment for PLUS loan debt disbursed to completers at all institutions
PLUS_DEBT_INST_NOCOMP_N,2785,3094,0.47372002041163463,0.5262799795883654,integer,aid,Student recipient count for median PLUS loan debt disbursed to non-completers at this institution
PLUS_DEBT_INST_NOCOMP_MD,2426,3453,0.4126552134716789,0.5873447865283211,integer,aid,Median PLUS loan debt disbursed to non-completers at this institution
PLUS_DEBT_ALL_NOCOMP_N,3820,2059,0.6497703691103929,0.35022963088960707,integer,aid,Student recipient count for median PLUS loan debt disbursed to non-completers at all institutions
PLUS_DEBT_ALL_NOCOMP_MD,3358,2521,0.5711855757781936,0.4288144242218064,integer,aid,Median PLUS loan debt disbursed to non-completers at all institutions
PLUS_DEBT_INST_MALE_N,2643,3236,0.4495662527640755,0.5504337472359245,integer,aid,Student recipient count for median PLUS loan debt disbursed to males at this institution
PLUS_DEBT_INST_MALE_MD,2291,3588,0.3896921245109712,0.6103078754890288,integer,aid,Median PLUS loan debt disbursed to males at this institution
PLUS_DEBT_ALL_MALE_N,3589,2290,0.6104779724442932,0.3895220275557067,integer,aid,Student recipient count for median PLUS loan debt disbursed to males at all institutions
PLUS_DEBT_ALL_MALE_MD,3244,2635,0.5517945228780404,0.4482054771219595,integer,aid,Median PLUS loan debt disbursed to males at all institutions
PLUS_DEBT_INST_NOMALE_N,2643,3236,0.4495662527640755,0.5504337472359245,integer,aid,Student recipient count for median PLUS loan debt disbursed to non-males at this institution
PLUS_DEBT_INST_NOMALE_MD,2291,3588,0.3896921245109712,0.6103078754890288,integer,aid,Median PLUS loan debt disbursed to non-males at this institution
PLUS_DEBT_ALL_NOMALE_N,3589,2290,0.6104779724442932,0.3895220275557067,integer,aid,Student recipient count for median PLUS loan debt disbursed to non-males at all institutions
PLUS_DEBT_ALL_NOMALE_MD,3244,2635,0.5517945228780404,0.4482054771219595,integer,aid,Median PLUS loan debt disbursed to non-males at all institutions
PLUS_DEBT_INST_PELL_N,3031,2848,0.5155638714067018,0.48443612859329815,integer,aid,Student recipient count for median PLUS loan debt disbursed to Pell recipients at this institution
PLUS_DEBT_INST_PELL_MD,2540,3339,0.432046266371832,0.567953733628168,integer,aid,Median PLUS loan debt disbursed to Pell recipients at this institution
PLUS_DEBT_ALL_PELL_N,3958,1921,0.673243748936894,0.32675625106310596,integer,aid,Student recipient count for median PLUS loan debt disbursed to Pell recipients at all institutions
PLUS_DEBT_ALL_PELL_MD,3498,2381,0.5949991495152237,0.4050008504847763,integer,aid,Median PLUS loan debt disbursed to Pell recipients at all institutions
